 "subject" , "predicate" , "object" ,
 "http://dbpedia.org/resource/You_Won%27t_See_Me" , "http://dbpedia.org/ontology/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/You_Won%27t_See_Me" , "http://dbpedia.org/property/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/What_Goes_On_%28The_Beatles_song%29" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/What_Goes_On_%28The_Beatles_song%29" , "http://dbpedia.org/property/fromAlbum" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/I%27ve_Just_Seen_a_Face" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/I%27ve_Just_Seen_a_Face" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/You%27ve_Got_to_Hide_Your_Love_Away" ,
 "http://dbpedia.org/resource/In_My_Life" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/In_My_Life" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/In_My_Life" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/I%27m_Looking_Through_You" ,
 "http://dbpedia.org/resource/In_My_Life" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Eleanor_Rigby" ,
 "http://dbpedia.org/resource/In_My_Life" , "http://dbpedia.org/ontology/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/In_My_Life" , "http://dbpedia.org/property/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Run_for_Your_Life" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Run_for_Your_Life" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Run_for_Your_Life" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/I%27m_Looking_Through_You" ,
 "http://dbpedia.org/resource/Run_for_Your_Life" , "http://dbpedia.org/ontology/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Run_for_Your_Life" , "http://dbpedia.org/property/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Drive_My_Car" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Drive_My_Car" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Drive_My_Car" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/I%27m_Looking_Through_You" ,
 "http://dbpedia.org/resource/Drive_My_Car" , "http://dbpedia.org/ontology/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Drive_My_Car" , "http://dbpedia.org/property/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Yesterday_and_Today" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Day_Tripper" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Day_Tripper" , "http://dbpedia.org/ontology/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Day_Tripper" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Wait_%28song%29" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Wait_%28song%29" , "http://dbpedia.org/ontology/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Wait_%28song%29" , "http://dbpedia.org/ontology/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Wait_%28song%29" , "http://dbpedia.org/property/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/It%27s_Only_Love" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/It%27s_Only_Love" , "http://dbpedia.org/ontology/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/It%27s_Only_Love" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/It%27s_Only_Love" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/You%27ve_Got_to_Hide_Your_Love_Away" ,
 "http://dbpedia.org/resource/Norwegian_Wood_%28This_Bird_Has_Flown%29" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Norwegian_Wood_%28This_Bird_Has_Flown%29" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Norwegian_Wood_%28This_Bird_Has_Flown%29" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/I%27m_Looking_Through_You" ,
 "http://dbpedia.org/resource/Norwegian_Wood_%28This_Bird_Has_Flown%29" , "http://dbpedia.org/ontology/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Norwegian_Wood_%28This_Bird_Has_Flown%29" , "http://dbpedia.org/property/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/We_Can_Work_It_Out" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Think_for_Yourself" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Think_for_Yourself" , "http://dbpedia.org/ontology/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Think_for_Yourself" , "http://dbpedia.org/property/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Help%21_%28song%29" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Help%21_%28song%29" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/You%27ve_Got_to_Hide_Your_Love_Away" ,
 "http://dbpedia.org/resource/Nowhere_Man_%28song%29" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Nowhere_Man_%28song%29" , "http://dbpedia.org/ontology/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Nowhere_Man_%28song%29" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Nowhere_Man_%28song%29" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/I%27m_Looking_Through_You" ,
 "http://dbpedia.org/resource/Nowhere_Man_%28song%29" , "http://dbpedia.org/property/fromAlbum" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/If_I_Needed_Someone" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/If_I_Needed_Someone" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/If_I_Needed_Someone" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/I%27m_Looking_Through_You" ,
 "http://dbpedia.org/resource/If_I_Needed_Someone" , "http://dbpedia.org/ontology/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/If_I_Needed_Someone" , "http://dbpedia.org/property/album" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Revolver_%28album%29" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Revolver_%28album%29" , "http://dbpedia.org/ontology/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/Revolver_%28album%29" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Revolver_%28album%29" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/I%27m_Only_Sleeping" ,
 "http://dbpedia.org/resource/Revolver_%28album%29" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/For_No_One" ,
 "http://dbpedia.org/resource/Revolver_%28album%29" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Eleanor_Rigby" ,
 "http://dbpedia.org/resource/Revolver_%28album%29" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Anthology_3" ,
 "http://dbpedia.org/resource/Pop_music" , "http://www.w3.org/2002/07/owl#sameAs" , "http://sw.opencyc.org/2008/06/10/concept/Mx4rvViqQZwpEbGdrcN5Y29ycA" ,
 "http://dbpedia.org/resource/EMI" , "http://dbpedia.org/ontology/locationcountry" , "http://dbpedia.org/resource/England" ,
 "http://dbpedia.org/resource/Number-one_albums_of_1966_%28Australia%29" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Pet_Sounds" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Rubber_Soul_Project" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Anthology_1" ,
 "http://dbpedia.org/resource/Rubber_Soul_Project" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Going_Places" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Rubber_Soul" ,
 "http://dbpedia.org/resource/Rubber_Soul/misc/Extra_chronology_2" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Resource" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/MusicalWork" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Work" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Song" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/hasPhotoCollection" , "http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/I%27m_Only_Sleeping" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://xmlns.com/foaf/0.1/name" , "I'm Only Sleeping" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/2000/01/rdf-schema#label" , "I'm Only Sleeping" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/2000/01/rdf-schema#label" , アイム・オンリー・スリーピング ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/2002/07/owl#sameAs" , "http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000004c7235" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:The_Beatles_songs" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:1966_songs" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/2004/02/skos/core#subject" , "http://dbpedia.org/resource/Category:Songs_produced_by_George_Martin" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/2000/01/rdf-schema#comment" , ""I'm Only Sleeping" is a song by The Beatles that appeared on their studio album Revolver . Though the song-writing credit is Lennon-McCartney, it was written mostly by John Lennon. It is unique because it features a dual guitar solo by George Harrison played backwards and an electronically compressed rhythm guitar track." ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/2000/01/rdf-schema#comment" , "I'm Only Sleeping on The Beatlesin kappale vuodelta 1966. Kappaleen sävelsi John Lennon ja se esiintyi yhtyeen Revolver-albumilla." ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/2000/01/rdf-schema#comment" , "I’m Only Sleeping est une chanson du groupe britannique The Beatles." ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://www.w3.org/2000/01/rdf-schema#comment" , "アイ� ・オンリー・スリーピング(I'm Only Sleeping)は、1966年に発表されたビートルズのアルバ� 『リボルバー』（米国ではキャピトル・レコード編集版アルバ� 『イエスタディ・アンド・トゥディ』）に収録されたジョン・レノン作の曲で、時間に追われる現代人を風刺した曲。 同時期に発表されたシングル曲「レイン」（ポール・マッカートニー作の「ペイパーバック・ライター」のB面として発表）で用いられた録音テープの逆回転が本曲でも多用され、これによってけ� るい雰囲気を作り出すことに成功している。ブレイク部分で聞けるのはあくびである。 この間奏のギターソロはかなり凝ったつくりをしている。まず普通にジョージが弾いたものをジョージ・マーティンが採譜し、それをさらに逆から採譜しなおす。その譜面を元にギターを弾きなおす。弾きなおしたギターを収録したテープを逆回転させている。オーバーダビングには6時間を要したという。" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://xmlns.com/foaf/0.1/page" , "http://en.wikipedia.org/wiki/I%27m_Only_Sleeping" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/artist" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/producer" , "http://dbpedia.org/resource/George_Martin" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/length" , "3:01" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/runtime" , "3:01" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikiPageUsesTemplate" , "http://dbpedia.org/resource/Template:infobox_song" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/recorddate" , "1966-04-27" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/released" , "1966-08-05" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/producer" , "http://dbpedia.org/resource/George_Martin" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/recorded" , "http://dbpedia.org/resource/Abbey_Road_Studios" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/recorded" , "http://dbpedia.org/resource/27_April" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/abstract" , "I'm Only Sleeping on The Beatlesin kappale vuodelta 1966. Kappaleen sävelsi John Lennon ja se esiintyi yhtyeen Revolver-albumilla. Kappale kertoo Lennonin mukaan siitä, kuinka väsynyt hän oli yhtyeen jatkuviin kiertueisiin ja julkisuuselämään." ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/abstract" , ""I'm Only Sleeping" is a song by The Beatles that appeared on their studio album Revolver . Though the song-writing credit is Lennon-McCartney, it was written mostly by John Lennon. It is unique because it features a dual guitar solo by George Harrison played backwards and an electronically compressed rhythm guitar track. The solo is consistent with the rest of the song because Harrison took great pains to practice the entire melody of his solo backwards, so that when reversed and mixed in, it would fit the overall dreamlike mood of the rest of the song. This hazy, disjointed mood on top of the lyrics suggest a drug-induced state rather than actual dreaming, and this is the most widely accepted interpretation of the song. However, the first draft of Lennon's lyrics for "I'm Only Sleeping", written on the back of a letter from 1966, suggest that he actually was writing about the joys of staying in bed rather than any drug euphoria. In fact, Lennon loved staying in bed or on a couch, and when he wasn't sleeping, he would sit in it and read, write, or watch television. In a March 1966 interview with Maureen Cleave, the same interview in which Lennon made his "more popular than Jesus" remark, Cleave said, "He can sleep almost indefinitely, is probably the laziest person in England."During the break before the second bridge at about 1:57 minutes into the song, a barely audible voice (probably Lennon's) can be heard saying, "Yawn, Paul." Following this, the slightly more audible sound of McCartney yawning can be heard at about 2:00 minutes into the song." ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/abstract" , "アイム・オンリー・スリーピング(I'm Only Sleeping)は、1966年に発表されたビートルズのアルバム『リボルバー』（米国ではキャピトル・レコード編集版アルバム『イエスタディ・アンド・トゥディ』）に収録されたジョン・レノン作の曲で、時間に追われる現代人を風刺した曲。 同時期に発表されたシングル曲「レイン」（ポール・マッカートニー作の「ペイパーバック・ライター」のB面として発表）で用いられた録音テープの逆回転が本曲でも多用され、これによってけだるい雰囲気を作り出すことに成功している。ブレイク部分で聞けるのはあくびである。 この間奏のギターソロはかなり凝ったつくりをしている。まず普通にジョージが弾いたものをジョージ・マーティンが採譜し、それをさらに逆から採譜しなおす。その譜面を元にギターを弾きなおす。弾きなおしたギターを収録したテープを逆回転させている。オーバーダビングには6時間を要したという。" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/abstract" , "I’m Only Sleeping est une chanson du groupe britannique The Beatles. Elle a été écrite par John Lennon, mais créditée Lennon/McCartney. Elle apparaît sur l’album Revolver sorti en 1966." ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/The_Beatles" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Ogg" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/George_Martin" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Lennon-McCartney" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Lennon/McCartney" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/John_Lennon" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/George_Harrison" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Abbey_Road_Studios" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Parlophone" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Yesterday_and_Today" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Revolver_%28album%29" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/1966" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/27_April" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/For_No_One" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Eleanor_Rigby" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/She_Said_She_Said" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Good_Day_Sunshine" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Love_You_To" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/I_Want_to_Tell_You" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Taxman" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/And_Your_Bird_Can_Sing" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Tomorrow_Never_Knows" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Doctor_Robert" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Here%2C_There_and_Everywhere" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Yellow_Submarine_%28song%29" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/I_Am_Sam" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/In_Memory_of_Quorthon" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Oasis_%28band%29" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/5_August" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Madness_%28band%29" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Elliott_Smith" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Maureen_Cleave" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Psychedelic_pop" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Got_to_Get_You_Into_My_Life" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/garage_rock" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Stereophonics" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Lobo" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/The_Vines" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Australian" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Graham_McPherson" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Quorthon" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/1974" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/The_Needles_The_Space" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/wikilink" , "http://dbpedia.org/resource/Straylight_Run" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/genre" , "http://dbpedia.org/resource/Psychedelic_pop" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/label" , "http://dbpedia.org/resource/Parlophone" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/name" , "I'm Only Sleeping" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/misc" , "http://dbpedia.org/resource/I%2527m_Only_Sleeping/misc/Extra_tracklisting" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/misc" , "http://dbpedia.org/resource/I%2527m_Only_Sleeping/misc/Extra_musicsample" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/genre" , "http://dbpedia.org/resource/Psychedelic_pop" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/label" , "http://dbpedia.org/resource/Parlophone" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/releaseDate" , "1966-08-05" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/recordplace" , "http://dbpedia.org/resource/Abbey_Road_Studios" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/recordplace" , "http://dbpedia.org/resource/1966" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/recordplace" , "http://dbpedia.org/resource/27_April" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/reference" , "http://www.icce.rug.nl/~soundscapes/DATABASES/AWP/ios.html" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/reference" , "http://stevesbeatles.com/songs/im_only_sleeping.asp" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/writer" , "http://dbpedia.org/resource/Lennon/McCartney" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/album" , "http://dbpedia.org/resource/Revolver_%28album%29" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/album" , "http://dbpedia.org/resource/Revolver_%28album%29" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/writer" , "http://dbpedia.org/resource/Lennon/McCartney" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/property/trackNo" , "3" ,
 "http://dbpedia.org/resource/I%27m_Only_Sleeping" , "http://dbpedia.org/ontology/trackNumber" , "3" ,
 "http://dbpedia.org/ontology/writer" , "http://www.w3.org/2000/01/rdf-schema#range" , "http://dbpedia.org/ontology/Person" ,
 "http://dbpedia.org/resource/For_No_One" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://dbpedia.org/ontology/Resource" ,
